,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,file,a,a_tag,X,X_tag,b,b_tag,grammar category,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y,pred_y_aXb,fold,correctaXb,correctaX+Xb,pred_y_aX_Xb,aXb_correct,aX_Xb_correct
5037,14331,215847,215847,8120,Eve/010700b.xml,use,v,your,det:poss,tinker,n,unknown,DET,4,25,Eve,0,use_tinker,0,0,8,0,0,0,1,1
6183,19255,159188,159188,62265,Aran/020302.xml,in,prep,your,det:poss,farm,n,unknown,DET,4,25,Aran,0,in_farm,0,2,8,0,0,0,0,1
2367,5201,232821,232821,25094,Eve/020000a.xml,call,v,them,pro:obj,green,adj,unknown,NOUN,6,72,Eve,1,call_green,1,0,8,0,0,1,0,1
4563,12616,137466,137466,40543,Aran/020128.xml,is,cop,your,det:poss,size,n,unknown,DET,4,25,Aran,0,is_size,0,0,8,0,0,2,1,0
6560,20973,280927,280927,27617,Naomi/020329.xml,tickle,v,your,det:poss,belly,n,unknown,DET,4,25,Naomi,0,tickle_belly,0,0,8,0,0,0,1,1
1724,3444,38982,38982,38982,Anne/020108.xml,you,pro:per,her,det:poss,Mummy,n:prop,unknown,DET,4,25,Anne,0,you_Mummy,0,0,8,0,0,0,1,1
5992,18389,76808,76808,76808,Anne/020412.xml,get,v,your,det:poss,dolls,n,unknown,DET,4,25,Anne,0,get_dolls,0,0,8,0,0,1,1,0
368,486,59051,59051,59051,Anne/020301.xml,what's,pro:int~cop,he,pro:sub,done,part,unknown,NOUN,6,84,Anne,2,what's_done,2,0,8,0,0,2,0,1
5401,15785,44758,44758,44758,Anne/020120.xml,S,/s,your,det:poss,legs,n,unknown,DET,4,25,Anne,0,S_legs,0,0,8,0,0,0,1,1
3617,9028,75916,75916,75916,Anne/020412.xml,keep,v,your,det:poss,pants,n:pt,unknown,DET,4,25,Anne,0,keep_pants,0,0,8,0,0,0,1,1
975,1648,362554,362554,77438,Nina/020526.xml,you're,pro:per~cop,my,det:poss,daughter,n,unknown,DET,4,25,Nina,0,you're_daughter,0,0,8,0,0,0,1,1
6280,19679,374022,374022,88906,Nina/020528.xml,is,cop,his,det:poss,face,n,unknown,DET,4,25,Nina,0,is_face,0,2,8,0,0,0,0,1
1993,4142,209206,209206,1479,Eve/010600a.xml,bring,v,them,pro:obj,here,adv,unknown,NOUN,6,72,Eve,1,bring_here,1,0,8,0,0,1,0,1
2848,6631,345555,345555,60439,Nina/020406.xml,remember,co,we,pro:sub,chased,v,unknown,NOUN,6,84,Nina,2,remember_chased,2,0,8,0,0,0,0,0
29,31,295434,295434,10318,Nina/020003.xml,feed,v,her,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,feed_E,1,2,8,0,0,1,0,1
6352,20021,301722,301722,16606,Nina/020024.xml,read,v,your,det:poss,new,adj,unknown,DET,4,25,Nina,0,read_new,0,0,8,0,0,0,1,1
5848,17728,87700,87700,87700,Anne/020504.xml,then,adv:tem,he,pro:sub,sees,v,unknown,NOUN,6,84,Anne,2,then_sees,2,0,8,0,0,2,0,1
5329,15509,91964,91964,91964,Anne/020525.xml,from,prep,your,det:poss,kitchen,n,unknown,DET,4,25,Anne,0,from_kitchen,0,0,8,0,0,0,1,1
3561,8869,6958,6958,6958,Anne/011104.xml,like,co,we,pro:sub,do,v,unknown,NOUN,6,84,Anne,2,like_do,2,0,8,0,0,1,0,0
1274,2295,33749,33749,33749,Anne/020029.xml,that,comp,my,det:poss,money,n,unknown,DET,4,25,Anne,0,that_money,0,0,8,0,0,0,1,1
7027,23168,147267,147267,50344,Aran/020218.xml,there's,pro:exist~cop,your,det:poss,dog,n,unknown,DET,4,25,Aran,0,there's_dog,0,0,8,0,0,0,1,1
5133,14746,358365,358365,73249,Nina/020525.xml,did,mod,she,pro:sub,nip,v,unknown,NOUN,6,84,Nina,2,did_nip,2,0,8,2,0,2,0,1
4655,12920,27384,27384,27384,Anne/020017.xml,had,v,them,pro:obj,in,prep,unknown,NOUN,6,72,Anne,1,had_in,1,0,8,0,0,1,0,1
4516,12375,368389,368389,83273,Nina/020527.xml,party,n,your,det:poss,dress,n,unknown,DET,4,25,Nina,0,party_dress,0,0,8,-1,0,0,1,1
4903,13817,229535,229535,21808,Eve/011100a.xml,there,n,I,pro:sub,must,mod,unknown,NOUN,6,84,Eve,2,there_must,2,0,8,0,0,2,0,1
4620,12805,260739,260739,7429,Naomi/011010b.xml,S,/s,he,pro:sub,makes,v,unknown,NOUN,6,84,Naomi,2,S_makes,2,0,8,0,0,0,0,0
4859,13672,232104,232104,24377,Eve/011100b.xml,off,prep,them,pro:obj,E,/e,unknown,NOUN,6,72,Eve,1,off_E,1,0,8,0,0,2,0,0
5540,16421,91786,91786,91786,Anne/020525.xml,what's,pro:int~cop,your,det:poss,big,adj,unknown,DET,4,25,Anne,0,what's_big,0,0,8,0,0,0,1,1
3440,8486,358572,358572,73456,Nina/020525.xml,did,mod,he,pro:sub,hurt,v,unknown,NOUN,6,84,Nina,2,did_hurt,2,0,8,0,0,2,0,1
1350,2485,56954,56954,56954,Anne/020212.xml,take,v,our,det:poss,picnic,n,unknown,DET,4,25,Anne,0,take_picnic,0,0,8,0,0,0,1,1
6595,21133,277386,277386,24076,Naomi/020125.xml,watch,v,your,det:poss,juice,n,unknown,DET,4,25,Naomi,0,watch_juice,0,0,8,0,0,0,1,1
5302,15405,297602,297602,12486,Nina/020010.xml,teach,v,her,pro:obj,how,pro:int,unknown,NOUN,6,72,Nina,1,teach_how,1,0,8,0,0,1,0,1
1624,3165,79460,79460,79460,Anne/020414.xml,on,prep,your,det:poss,knee,n,unknown,DET,4,25,Anne,0,on_knee,0,0,8,0,0,0,1,1
2877,6705,116976,116976,20053,Aran/020009.xml,yes,co,he,pro:sub,will,mod,unknown,NOUN,6,84,Aran,2,yes_will,2,0,8,0,0,2,0,1
4870,13716,45312,45312,45312,Anne/020122.xml,that,pro:rel,his,det:poss,name,n,unknown,DET,4,25,Anne,0,that_name,0,0,8,0,0,0,1,1
278,343,46774,46774,46774,Anne/020122.xml,oh,co,she,pro:sub,does,mod,unknown,NOUN,6,84,Anne,2,oh_does,2,0,8,0,0,0,0,0
5448,15977,90122,90122,90122,Anne/020525.xml,gracious,adj,me,pro:obj,E,/e,unknown,NOUN,6,72,Anne,1,gracious_E,1,0,8,0,0,1,0,1
1212,2164,361766,361766,76650,Nina/020526.xml,to,prep,her,det:poss,mouth,n,unknown,DET,4,25,Nina,0,to_mouth,0,0,8,0,0,0,1,1
5844,17715,277736,277736,24426,Naomi/020125.xml,here's,pro:exist~cop,your,det:poss,cereal,n,unknown,DET,4,25,Naomi,0,here's_cereal,0,0,8,0,0,0,1,1
2575,5803,45241,45241,45241,Anne/020120.xml,drink,n,I,pro:sub,think,v,unknown,NOUN,6,84,Anne,2,drink_think,2,0,8,0,0,2,0,1
2425,5386,203425,203425,106502,Aran/020610.xml,since,conj,I,pro:sub,cut,v,unknown,NOUN,6,84,Aran,2,since_cut,2,0,8,0,0,2,0,1
491,718,244988,244988,37261,Eve/020200b.xml,but,conj,he,pro:sub,didn't,mod~neg,unknown,NOUN,6,84,Eve,2,but_didn't,2,0,8,2,0,2,0,1
3153,7573,243341,243341,35614,Eve/020200a.xml,well,co,I,pro:sub,wish,v,unknown,NOUN,6,84,Eve,2,well_wish,2,2,8,0,0,2,1,1
2201,4714,39906,39906,39906,Anne/020108.xml,S,/s,your,det:poss,pussy,n,unknown,DET,4,25,Anne,0,S_pussy,2,0,8,0,-2,0,1,1
6687,21559,57770,57770,57770,Anne/020212.xml,when,conj,she,pro:sub,lost,v,unknown,NOUN,6,84,Anne,2,when_lost,2,0,8,0,0,2,0,1
5827,17648,160188,160188,63265,Aran/020302.xml,leave,v,him,pro:obj,on,prep,unknown,NOUN,6,72,Aran,1,leave_on,1,0,8,0,0,1,0,1
3549,8826,245175,245175,37448,Eve/020200b.xml,when,conj,we,pro:sub,had,v,unknown,NOUN,6,84,Eve,2,when_had,2,0,8,0,0,2,0,1
3205,7742,362238,362238,77122,Nina/020526.xml,who's,pro:int~cop,my,det:poss,daughter,n,unknown,DET,4,25,Nina,0,who's_daughter,0,0,8,0,0,0,1,1
1051,1814,174991,174991,78068,Aran/020420.xml,willn't,mod~neg,we,pro:sub,about,prep,unknown,NOUN,6,84,Aran,2,willn't_about,2,0,8,2,0,2,0,1
703,1096,90381,90381,90381,Anne/020525.xml,would,mod,he,pro:sub,be,aux,unknown,NOUN,6,84,Anne,2,would_be,2,0,8,0,0,2,0,1
5652,16871,310378,310378,25262,Nina/020122.xml,touching,part,my,det:poss,hair,n,unknown,DET,4,25,Nina,0,touching_hair,0,0,8,0,0,0,1,1
4291,11520,133890,133890,36967,Aran/020128.xml,it,pro:per,your,det:poss,lawnmower,n,unknown,DET,4,25,Aran,0,it_lawnmower,0,0,8,0,0,0,1,1
574,869,260550,260550,7240,Naomi/011010b.xml,because,conj,they,pro:sub,hafta,mod~inf,unknown,NOUN,6,84,Naomi,2,because_hafta,2,0,8,0,0,2,0,1
6367,20090,305108,305108,19992,Nina/020106.xml,thinking,part,we,pro:sub,could,mod,unknown,NOUN,6,84,Nina,2,thinking_could,2,0,8,0,0,2,0,1
3231,7815,15299,15299,15299,Anne/011118.xml,throw,v,them,pro:obj,are,aux,unknown,NOUN,6,72,Anne,1,throw_are,1,2,8,0,0,1,0,1
890,1468,28175,28175,28175,Anne/020017.xml,got,part,them,pro:obj,all,post,unknown,NOUN,6,72,Anne,1,got_all,1,0,8,0,0,1,0,1
2018,4220,57793,57793,57793,Anne/020212.xml,get,v,her,pro:obj,another,qn,unknown,NOUN,6,72,Anne,1,get_another,1,0,8,0,0,1,0,1
1694,3357,183179,183179,86256,Aran/020427.xml,know,v,we,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Aran,2,know_don't,2,0,8,0,0,2,0,1
6517,20744,252201,252201,44474,Eve/020300b.xml,maybe,adv,her,det:poss,key,n,unknown,DET,4,25,Eve,0,maybe_key,0,0,8,0,0,0,1,1
791,1266,171678,171678,74755,Aran/020413.xml,S,/s,she,pro:sub,puts,v,unknown,NOUN,6,84,Aran,2,S_puts,2,0,8,0,0,2,0,1
2117,4503,349460,349460,64344,Nina/020426.xml,messing,part,my,det:poss,hair,n,unknown,DET,4,25,Nina,0,messing_hair,0,0,8,0,0,0,1,1
1013,1721,321055,321055,35939,Nina/020212.xml,S,/s,your,det:poss,pencil,n,unknown,DET,4,25,Nina,0,S_pencil,0,0,8,0,0,0,1,1
2220,4771,312514,312514,27398,Nina/020129.xml,is,cop,he,pro:sub,biting,part,unknown,NOUN,6,84,Nina,2,is_biting,2,0,8,0,0,2,0,1
6699,21634,315017,315017,29901,Nina/020129.xml,and,coord,we,pro:sub,go,v,unknown,NOUN,6,84,Nina,2,and_go,2,0,8,0,0,2,0,1
4588,12705,130903,130903,33980,Aran/020121.xml,not,neg,your,det:poss,knee,n,unknown,DET,4,25,Aran,0,not_knee,0,0,8,0,0,0,1,1
5998,18407,352478,352478,67362,Nina/020426.xml,where's,pro:int~cop,your,det:poss,soldier,n,unknown,DET,4,25,Nina,0,where's_soldier,0,0,8,0,0,0,1,1
3924,10096,200029,200029,103106,Aran/020524.xml,eat,v,them,pro:obj,then,adv:tem,unknown,NOUN,6,72,Aran,1,eat_then,1,0,8,0,0,1,0,1
5780,17430,333332,333332,48216,Nina/020314.xml,chew,v,your,det:poss,food,n,unknown,DET,4,25,Nina,0,chew_food,0,0,8,0,0,0,1,1
1500,2828,124455,124455,27532,Aran/020107.xml,not,neg,your,det:poss,Daddy,n:prop,unknown,DET,4,25,Aran,0,not_Daddy,0,0,8,0,0,0,1,1
5027,14299,330591,330591,45475,Nina/020305.xml,find,v,your,det:poss,chin,n,unknown,DET,4,25,Nina,0,find_chin,0,0,8,0,0,0,1,1
4398,11931,359377,359377,74261,Nina/020525.xml,did,mod,she,pro:sub,pop,v,unknown,NOUN,6,84,Nina,2,did_pop,2,0,8,0,0,2,0,1
4549,12527,285626,285626,510,Nina/011116.xml,bug,n,I,pro:sub,think,v,unknown,NOUN,6,84,Nina,2,bug_think,2,0,8,0,0,2,0,1
2568,5777,33429,33429,33429,Anne/020029.xml,thing,n,we,pro:sub,did,v,unknown,NOUN,6,84,Anne,2,thing_did,2,0,8,0,0,2,0,1
31,34,92572,92572,92572,Anne/020525.xml,S,/s,I,pro:sub,could,mod,unknown,NOUN,6,84,Anne,2,S_could,2,0,8,0,0,2,0,1
7242,24302,123413,123413,26490,Aran/020107.xml,no,co,I,pro:sub,bet,v,unknown,NOUN,6,84,Aran,2,no_bet,2,0,8,0,0,2,0,1
609,929,7710,7710,7710,Anne/011104.xml,is,cop,he,pro:sub,happy,adj,unknown,NOUN,6,84,Anne,2,is_happy,2,0,8,0,0,2,0,1
5134,14747,213239,213239,5512,Eve/010600b.xml,of,prep,your,det:poss,eggnog,n,unknown,DET,4,25,Eve,0,of_eggnog,0,0,8,-1,0,0,1,1
3366,8255,296547,296547,11431,Nina/020003.xml,am,cop,I,pro:sub,putting,part,unknown,NOUN,6,84,Nina,2,am_putting,2,0,8,0,0,2,0,1
6707,21650,372289,372289,87173,Nina/020528.xml,over,prep,your,det:poss,arms,n,unknown,DET,4,25,Nina,0,over_arms,0,0,8,0,0,0,1,1
2718,6254,91246,91246,91246,Anne/020525.xml,can,mod,I,pro:sub,I,pro:sub,unknown,NOUN,6,84,Anne,2,can_I,2,0,8,0,0,2,0,1
4315,11608,275269,275269,21959,Naomi/020107.xml,I'm,pro:sub~cop,your,det:poss,Daddy,n:prop,unknown,DET,4,25,Naomi,0,I'm_Daddy,0,0,8,0,0,0,1,1
579,877,366427,366427,81311,Nina/020527.xml,aren't,aux~neg,they,pro:sub,getting,part,unknown,NOUN,6,84,Nina,2,aren't_getting,2,0,8,2,0,2,0,1
4554,12557,155974,155974,59051,Aran/020302.xml,think,v,he,pro:sub,had,v,unknown,NOUN,6,84,Aran,2,think_had,2,0,8,0,0,2,0,1
1216,2180,361253,361253,76137,Nina/020525.xml,did,mod,she,pro:sub,cry,v,unknown,NOUN,6,84,Nina,2,did_cry,2,0,8,0,0,2,0,1
5689,17036,247822,247822,40095,Eve/020300a.xml,on,prep,your,det:poss,shoelace,n,unknown,DET,4,25,Eve,0,on_shoelace,1,0,8,0,-1,0,1,1
303,386,31535,31535,31535,Anne/020029.xml,tipped,part,them,pro:obj,all,post,unknown,NOUN,6,72,Anne,1,tipped_all,1,0,8,0,0,2,0,0
254,311,318059,318059,32943,Nina/020206.xml,to,prep,my,det:poss,ear,n,unknown,DET,4,25,Nina,0,to_ear,0,0,8,0,0,0,1,1
2393,5279,131702,131702,34779,Aran/020121.xml,S,/s,your,det:poss,pet,n,unknown,DET,4,25,Aran,0,S_pet,0,0,8,0,0,0,1,1
5732,17224,372120,372120,87004,Nina/020528.xml,is,cop,she,pro:sub,splashing,part,unknown,NOUN,6,84,Nina,2,is_splashing,0,0,8,2,2,2,0,1
6503,20680,294765,294765,9649,Nina/020003.xml,there's,pro:exist~cop,your,det:poss,truck,n,unknown,DET,4,25,Nina,0,there's_truck,0,0,8,0,0,0,1,1
5020,14269,195244,195244,98321,Aran/020517.xml,bring,v,your,det:poss,fox,n,unknown,DET,4,25,Aran,0,bring_fox,0,0,8,0,0,1,1,0
5393,15753,129005,129005,32082,Aran/020121.xml,is,cop,your,det:poss,digger,n,unknown,DET,4,25,Aran,0,is_digger,0,0,8,0,0,0,1,1
772,1220,269815,269815,16505,Naomi/011123.xml,S,/s,I,pro:sub,told,v,unknown,NOUN,6,84,Naomi,2,S_told,2,0,8,0,0,2,0,1
6062,18754,269762,269762,16452,Naomi/011123.xml,is,cop,your,det:poss,yogurt,n,unknown,DET,4,25,Naomi,0,is_yogurt,0,0,8,0,0,0,1,1
4929,13914,245053,245053,37326,Eve/020200b.xml,get,v,your,det:poss,lunch,n,unknown,DET,4,25,Eve,0,get_lunch,0,0,8,0,0,0,1,1
5324,15495,310760,310760,25644,Nina/020122.xml,that,comp,his,det:poss,big,adj,unknown,DET,4,25,Nina,0,that_big,0,0,8,0,0,0,1,1
2090,4435,54319,54319,54319,Anne/020212.xml,does,v,he,pro:sub,keep,v,unknown,NOUN,6,84,Anne,2,does_keep,2,0,8,0,0,2,0,1
5214,15040,304724,304724,19608,Nina/020106.xml,see,v,her,pro:obj,feeding,part,unknown,NOUN,6,72,Nina,1,see_feeding,1,2,8,0,0,0,0,0
6318,19847,109059,109059,12136,Aran/020002.xml,put,v,your,det:poss,tea,n,unknown,DET,4,25,Aran,0,put_tea,0,0,8,0,0,0,1,1
6772,21990,62158,62158,62158,Anne/020320.xml,tail,n,we,pro:sub,can,mod,unknown,NOUN,6,84,Anne,2,tail_can,2,0,8,2,0,2,0,1
4550,12537,88816,88816,88816,Anne/020504.xml,has,v,he,pro:sub,laid,v,unknown,NOUN,6,84,Anne,2,has_laid,2,2,8,0,0,2,1,1
6955,22869,346348,346348,61232,Nina/020412.xml,of,prep,your,det:poss,egg,n,unknown,DET,4,25,Nina,0,of_egg,0,0,8,0,0,0,1,1
3365,8249,31110,31110,31110,Anne/020017.xml,of,prep,my,det:poss,chips,n,unknown,DET,4,25,Anne,0,of_chips,0,0,8,0,0,0,1,1
490,717,149654,149654,52731,Aran/020225.xml,do,mod,we,pro:sub,need,v,unknown,NOUN,6,84,Aran,2,do_need,2,0,8,0,0,2,0,1
5902,17968,247121,247121,39394,Eve/020200b.xml,finish,v,your,det:poss,candy,n,unknown,DET,4,25,Eve,0,finish_candy,0,0,8,0,0,0,1,1
2148,4591,95295,95295,95295,Anne/020604.xml,says,v,I,pro:sub,can,mod,unknown,NOUN,6,84,Anne,2,says_can,2,0,8,0,0,2,0,1
6741,21856,250232,250232,42505,Eve/020300a.xml,because,conj,I,pro:sub,tied,part,unknown,NOUN,6,84,Eve,2,because_tied,2,0,8,0,0,2,0,1
2368,5202,85352,85352,85352,Anne/020504.xml,before,adv,I,pro:sub,can,mod,unknown,NOUN,6,84,Anne,2,before_can,2,0,8,0,0,2,0,1
5479,16120,383359,383359,8806,Peter/020503.xml,group,n,they,pro:sub,pretend,v,unknown,NOUN,6,84,Peter,2,group_pretend,2,0,8,0,0,2,0,1
3488,8638,320307,320307,35191,Nina/020212.xml,oh,co,we,pro:sub,have,v,unknown,NOUN,6,84,Nina,2,oh_have,2,0,8,0,0,2,0,1
1484,2801,178466,178466,81543,Aran/020420.xml,getting,part,your,det:poss,own,adj,unknown,DET,4,25,Aran,0,getting_own,0,0,8,0,0,0,1,1
4546,12505,32351,32351,32351,Anne/020029.xml,get,v,them,pro:obj,off,adv,unknown,NOUN,6,72,Anne,1,get_off,1,0,8,0,0,1,0,1
6912,22669,95644,95644,95644,Anne/020604.xml,calling,part,his,det:poss,Mummy,n:prop,unknown,DET,4,25,Anne,0,calling_Mummy,0,0,8,0,0,1,1,0
3909,10046,22186,22186,22186,Anne/011120.xml,isn't,cop~neg,he,pro:sub,lovely,adj,unknown,NOUN,6,84,Anne,2,isn't_lovely,2,0,8,0,0,2,0,1
6831,22278,348527,348527,63411,Nina/020418.xml,up,prep,his,det:poss,eyes,n,unknown,DET,4,25,Nina,0,up_eyes,0,0,8,0,0,0,1,1
2102,4463,204701,204701,107778,Aran/020610.xml,got,part,her,pro:obj,hands,v,unknown,NOUN,6,72,Aran,1,got_hands,1,0,8,0,0,0,0,0
6642,21342,277628,277628,24318,Naomi/020125.xml,that,adv,she,pro:sub,doesn't,mod~neg,unknown,NOUN,6,84,Naomi,2,that_doesn't,2,0,8,0,0,2,0,1
4207,11189,383188,383188,8635,Peter/020503.xml,scrub,v,your,det:poss,face,n,unknown,DET,4,25,Peter,0,scrub_face,0,0,8,0,0,0,1,1
5269,15294,12262,12262,12262,Anne/011106.xml,but,conj,they,pro:sub,liked,v,unknown,NOUN,6,84,Anne,2,but_liked,2,0,8,0,0,2,0,1
6640,21335,265811,265811,12501,Naomi/011102.xml,S,/s,your,det:poss,ready,adj,unknown,DET,4,25,Naomi,0,S_ready,0,0,8,0,0,0,1,1
2372,5213,288737,288737,3621,Nina/011116.xml,did,v,your,det:poss,telephone,n,unknown,DET,4,25,Nina,0,did_telephone,0,0,8,0,0,0,1,1
2782,6467,83148,83148,83148,Anne/020502.xml,all,adv,my,det:poss,animals,n,unknown,DET,4,25,Anne,0,all_animals,0,0,8,0,0,0,1,1
3,3,350769,350769,65653,Nina/020426.xml,hang,v,them,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,hang_E,1,0,8,0,0,1,0,1
4621,12806,248838,248838,41111,Eve/020300a.xml,give,v,her,det:poss,lunch,n,unknown,DET,4,25,Eve,0,give_lunch,0,0,8,0,0,0,1,1
5654,16883,351255,351255,66139,Nina/020426.xml,car,n,I,pro:sub,think,v,unknown,NOUN,6,84,Nina,2,car_think,2,0,8,0,0,2,0,1
4809,13503,322923,322923,37807,Nina/020228.xml,is,cop,he,pro:sub,shaking,part,unknown,NOUN,6,84,Nina,2,is_shaking,2,0,8,0,0,0,0,0
4600,12730,196453,196453,99530,Aran/020524.xml,want,v,your,det:poss,nose,n,unknown,DET,4,25,Aran,0,want_nose,0,0,8,0,0,0,1,1
1115,1949,75564,75564,75564,Anne/020412.xml,got,part,his,det:poss,other,qn,unknown,DET,4,25,Anne,0,got_other,0,0,8,0,0,0,1,1
2257,4891,61194,61194,61194,Anne/020301.xml,where,pro:int,he,pro:sub,parks,v,unknown,NOUN,6,84,Anne,2,where_parks,2,0,8,0,0,0,0,0
1925,3988,2778,2778,2778,Anne/011007.xml,oh,co,he,pro:sub,says,v,unknown,NOUN,6,84,Anne,2,oh_says,2,0,8,0,0,2,0,1
673,1050,318532,318532,33416,Nina/020206.xml,is,cop,she,pro:sub,thirsty,adj,unknown,NOUN,6,84,Nina,2,is_thirsty,2,0,8,0,0,0,0,0
969,1639,50572,50572,50572,Anne/020210.xml,was,cop,he,pro:sub,lost,v,unknown,NOUN,6,84,Anne,2,was_lost,2,0,8,2,0,2,0,1
2307,5056,145492,145492,48569,Aran/020218.xml,has,v,he,pro:sub,been,cop,unknown,NOUN,6,84,Aran,2,has_been,2,2,8,0,0,2,1,1
1676,3307,71263,71263,71263,Anne/020400.xml,then,adv:tem,they,pro:sub,come,v,unknown,NOUN,6,84,Anne,2,then_come,2,0,8,0,0,2,0,1
86,95,341270,341270,56154,Nina/020328.xml,S,/s,she,pro:sub,got,aux,unknown,NOUN,6,84,Nina,2,S_got,2,0,8,0,0,2,0,1
4168,11083,343342,343342,58226,Nina/020406.xml,home,n,I,pro:sub,see,v,unknown,NOUN,6,84,Nina,2,home_see,2,0,8,0,0,2,0,1
4330,11645,245207,245207,37480,Eve/020200b.xml,oh,co,we,pro:sub,forgot,v,unknown,NOUN,6,84,Eve,2,oh_forgot,2,0,8,0,0,2,0,1
4824,13541,297983,297983,12867,Nina/020010.xml,here,adv,I,pro:sub,gave,v,unknown,NOUN,6,84,Nina,2,here_gave,2,0,8,0,0,2,0,1
5834,17669,183738,183738,86815,Aran/020427.xml,is,cop,he,pro:sub,Dan_horse,n:prop,unknown,NOUN,6,84,Aran,2,is_Dan_horse,2,0,8,0,0,2,0,1
972,1642,121196,121196,24273,Aran/020100.xml,yes,co,we,pro:sub,hadta,mod~inf,unknown,NOUN,6,84,Aran,2,yes_hadta,2,2,8,2,0,2,1,1
5373,15678,321351,321351,36235,Nina/020212.xml,yeah,co,he,pro:sub,looks,v,unknown,NOUN,6,84,Nina,2,yeah_looks,2,0,8,0,0,2,0,1
7081,23443,70292,70292,70292,Anne/020328.xml,are,cop,they,pro:sub,donkeys,n,unknown,NOUN,6,84,Anne,2,are_donkeys,2,0,8,0,0,2,0,1
2254,4865,296141,296141,11025,Nina/020003.xml,is,cop,he,pro:sub,chasing,part,unknown,NOUN,6,84,Nina,2,is_chasing,2,0,8,2,0,2,0,1
5783,17435,122336,122336,25413,Aran/020107.xml,truck,n,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Aran,2,truck_don't,2,0,8,0,0,2,0,1
5602,16679,333327,333327,48211,Nina/020314.xml,is,cop,she,pro:sub,chewing,part,unknown,NOUN,6,84,Nina,2,is_chewing,2,0,8,0,0,2,0,1
4635,12859,7631,7631,7631,Anne/011104.xml,what,pro:int,I,pro:sub,meant,v,unknown,NOUN,6,84,Anne,2,what_meant,2,0,8,0,0,2,0,1
569,857,177036,177036,80113,Aran/020420.xml,have,v,they,pro:sub,brought,v,unknown,NOUN,6,84,Aran,2,have_brought,2,0,8,0,0,2,0,1
5529,16367,245466,245466,37739,Eve/020200b.xml,morning,n,she,pro:sub,said,v,unknown,NOUN,6,84,Eve,2,morning_said,2,0,8,0,0,2,0,1
6340,19965,114629,114629,17706,Aran/020009.xml,said,v,I,pro:sub,couldn't,mod~neg,unknown,NOUN,6,84,Aran,2,said_couldn't,2,2,8,0,0,2,1,1
6711,21671,193548,193548,96625,Aran/020517.xml,S,/s,he,pro:sub,jolly,adj,unknown,NOUN,6,84,Aran,2,S_jolly,2,0,8,0,0,0,0,0
6949,22842,335216,335216,50100,Nina/020318.xml,yeah,co,I,pro:sub,guess,n,unknown,NOUN,6,84,Nina,2,yeah_guess,2,0,8,0,0,2,0,1
7203,24071,249295,249295,41568,Eve/020300a.xml,lunch,n,I,pro:sub,suppose,v,unknown,NOUN,6,84,Eve,2,lunch_suppose,2,0,8,0,0,2,0,1
2710,6231,352851,352851,67735,Nina/020426.xml,giving,part,him,pro:obj,medicine,n,unknown,NOUN,6,72,Nina,1,giving_medicine,1,0,9,0,0,0,0,0
801,1292,231900,231900,24173,Eve/011100b.xml,yes,co,his,det:poss,hat,n,unknown,DET,4,25,Eve,0,yes_hat,0,0,9,0,0,0,1,1
3377,8311,57544,57544,57544,Anne/020212.xml,with,prep,her,pro:obj,in,prep,unknown,NOUN,6,72,Anne,1,with_in,1,0,9,0,0,1,0,1
1034,1769,182507,182507,85584,Aran/020427.xml,then,adv:tem,your,det:poss,fender,n,unknown,DET,4,25,Aran,0,then_fender,0,0,9,0,0,2,1,0
7324,24744,291704,291704,6588,Nina/011129.xml,that,comp,your,det:poss,yellow,adj,unknown,DET,4,25,Nina,0,that_yellow,0,2,9,0,0,0,0,1
3819,9708,219715,219715,11988,Eve/010900a.xml,him,pro:obj,your,det:poss,lion,n,unknown,DET,4,25,Eve,0,him_lion,0,0,9,-1,0,0,1,1
2462,5507,301860,301860,16744,Nina/020024.xml,twisted,v,his,det:poss,hands,n,unknown,DET,4,25,Nina,0,twisted_hands,0,0,9,0,0,0,1,1
5525,16353,81438,81438,81438,Anne/020414.xml,upon,prep,your,det:poss,tummy,n,unknown,DET,4,25,Anne,0,upon_tummy,0,0,9,0,0,0,1,1
4039,10544,203427,203427,106504,Aran/020610.xml,cut,v,your,det:poss,finger,n,unknown,DET,4,25,Aran,0,cut_finger,0,0,9,0,0,0,1,1
2794,6502,111555,111555,14632,Aran/020002.xml,told,v,me,pro:obj,a,det:art,unknown,NOUN,6,72,Aran,1,told_a,1,0,9,0,0,1,0,1
2915,6848,292180,292180,7064,Nina/011129.xml,is,cop,her,det:poss,dress,n,unknown,DET,4,25,Nina,0,is_dress,2,0,9,0,-2,0,1,1
6236,19480,51270,51270,51270,Anne/020210.xml,on,prep,my,det:poss,christmas,n,unknown,DET,4,25,Anne,0,on_christmas,0,0,9,0,0,0,1,1
6261,19603,332441,332441,47325,Nina/020314.xml,in,prep,my,det:poss,ketchup,n,unknown,DET,4,25,Nina,0,in_ketchup,0,0,9,0,0,0,1,1
2591,5842,341089,341089,55973,Nina/020328.xml,bring,v,them,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,bring_E,1,0,9,0,0,1,0,1
