,Unnamed: 0,file,a,a_tag,X,X_tag,b,b_tag,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y_aX_Xb,pred_y_aXb,fold,aXb_correct,aX_Xb_correct
21960,2339,Aran/020121.xml,can't,mod~neg,I,pro:sub,get,v,NOUN,6,84,Aran,2,can't_get,2,0,9,0,1
10045,8371,Anne/011118.xml,does,mod,she,pro:sub,wanna,v~inf,NOUN,6,84,Anne,2,does_wanna,2,2,9,1,1
16528,19848,Aran/020218.xml,cuddling,part,him,pro:obj,E,/e,NOUN,6,72,Aran,1,cuddling_E,1,0,9,0,1
16197,17336,Peter/020522.xml,at,prep,your,det:poss,house,n,DET,4,25,Peter,0,at_house,0,0,9,1,1
2813,17009,Anne/020015.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,S_don't,2,2,9,1,1
2447,10588,Aran/011126.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Aran,2,S_think,2,2,9,1,1
24236,13833,Naomi/020300.xml,where,pro:int,I,pro:sub,have,v,NOUN,6,84,Naomi,2,where_have,2,0,9,0,1
10179,22061,Aran/020427.xml,got,part,your,det:poss,notes,n,DET,4,25,Aran,0,got_notes,0,0,9,1,1
15605,12687,Nina/020024.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,9,1,1
5412,23340,Nina/020328.xml,find,v,your,det:poss,bottle,n,DET,4,25,Nina,0,find_bottle,0,0,9,1,1
8446,9189,Anne/020412.xml,shall,mod,I,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,9,1,1
2555,2707,Anne/020212.xml,S,/s,I,pro:sub,wanna,v~inf,NOUN,6,84,Anne,2,S_wanna,2,2,9,1,1
7678,17746,Nina/020106.xml,love,v,your,det:poss,slippers,n,DET,4,25,Nina,0,love_slippers,0,0,9,1,1
15767,4208,Nina/020528.xml,put,v,them,pro:obj,on,adv,NOUN,6,72,Nina,1,put_on,1,1,9,1,1
1924,22364,Anne/020210.xml,doesn't,mod~neg,he,pro:sub,when,conj,NOUN,6,84,Anne,2,doesn't_when,2,0,9,0,1
14033,19075,Aran/020009.xml,on,prep,your,det:poss,knee,n,DET,4,25,Aran,0,on_knee,0,0,9,1,1
11018,15209,Nina/020426.xml,let,v,me,pro:obj,see,v,NOUN,6,72,Nina,1,let_see,1,1,9,1,1
18334,7573,Aran/011126.xml,all,adv,his,det:poss,favorite,n,DET,4,25,Aran,0,all_favorite,0,0,9,1,1
2397,16426,Anne/020320.xml,because,conj,I,pro:sub,was,aux,NOUN,6,84,Anne,2,because_was,2,2,9,1,1
8913,10742,Anne/020212.xml,it,pro:per,your,det:poss,toe,n,DET,4,25,Anne,0,it_toe,0,0,9,1,1
4163,5848,Nina/020524.xml,on,prep,me,pro:obj,E,/e,NOUN,6,72,Nina,1,on_E,1,1,9,1,1
17970,19018,Anne/011118.xml,with,prep,my,det:poss,salad,n,DET,4,25,Anne,0,with_salad,0,0,9,1,1
10338,5501,Nina/020206.xml,is,cop,she,pro:sub,okay,co,NOUN,6,84,Nina,2,is_okay,2,2,9,1,1
21147,15898,Aran/020315.xml,S,/s,we,pro:sub,haven't,aux~neg,NOUN,6,84,Aran,2,S_haven't,2,2,9,1,1
492,1363,Nina/020305.xml,does,v,he,pro:sub,bite,v,NOUN,6,84,Nina,2,does_bite,2,2,9,1,1
2942,12098,Nina/020314.xml,S,/s,I,pro:sub,wonder,v,NOUN,6,84,Nina,2,S_wonder,2,2,9,1,1
14037,10415,Anne/020328.xml,aren't,aux~neg,they,pro:sub,those,det:dem,NOUN,6,84,Anne,2,aren't_those,2,0,9,0,1
22024,16739,Nina/020328.xml,shave,v,her,pro:obj,E,/e,NOUN,6,72,Nina,1,shave_E,1,0,9,0,1
10322,18976,Anne/020017.xml,has,v,she,pro:sub,got,v,NOUN,6,84,Anne,2,has_got,2,2,9,1,1
11715,16148,Anne/020108.xml,S,/s,we,pro:sub,saw,v,NOUN,6,84,Anne,2,S_saw,2,2,9,1,1
5513,11016,Aran/020427.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,S_don't,2,2,9,1,1
21798,11762,Anne/020029.xml,when,conj,we,pro:sub,were,aux,NOUN,6,84,Anne,2,when_were,2,2,9,1,1
21241,18686,Aran/020009.xml,haven't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,haven't_E,2,2,9,1,1
3657,13457,Anne/020301.xml,for,prep,their,det:poss,tea,n,DET,4,25,Anne,0,for_tea,0,0,9,1,1
13792,7864,Aran/020211.xml,with,prep,your,det:poss,new,adj,DET,4,25,Aran,0,with_new,0,0,9,1,1
24693,11174,Anne/020122.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,S_don't,2,2,9,1,1
21486,16727,Anne/020120.xml,where's,pro:int~cop,she,pro:sub,gone,part,NOUN,6,84,Anne,2,where's_gone,2,2,9,1,1
6462,15060,Aran/020002.xml,do,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,do_E,2,2,9,1,1
231,11107,Aran/020503.xml,oh,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,oh_don't,2,2,9,1,1
10052,14195,Aran/020218.xml,here,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,here_are,2,2,9,1,1
17320,15653,Aran/020302.xml,get,v,your,det:poss,hat,n,DET,4,25,Aran,0,get_hat,0,0,9,1,1
19939,4070,Anne/020017.xml,where's,pro:int~cop,your,det:poss,puzzle,n,DET,4,25,Anne,0,where's_puzzle,0,0,9,1,1
3639,12704,Nina/020524.xml,and,coord,I,pro:sub,pushed,v,NOUN,6,84,Nina,2,and_pushed,2,0,9,0,1
665,22361,Anne/020414.xml,is,cop,she,pro:sub,gonna,part,NOUN,6,84,Anne,2,is_gonna,2,2,9,1,1
15661,13718,Aran/020420.xml,S,/s,she,pro:sub,was,aux,NOUN,6,84,Aran,2,S_was,2,2,9,1,1
24652,15665,Anne/020400.xml,have,v,we,pro:sub,got,v,NOUN,6,84,Anne,2,have_got,2,2,9,1,1
735,16438,Nina/020115.xml,were,cop,they,pro:sub,doing,part,NOUN,6,84,Nina,2,were_doing,2,2,9,1,1
2580,7500,Anne/020504.xml,need,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,need_to,1,1,9,1,1
9654,17849,Anne/020502.xml,got,v,him,pro:obj,E,/e,NOUN,6,72,Anne,1,got_E,1,1,9,1,1
10028,20867,Aran/020211.xml,shall,mod,we,pro:sub,make,v,NOUN,6,84,Aran,2,shall_make,2,2,9,1,1
10281,15478,Anne/011104.xml,can,mod,I,pro:sub,have,v,NOUN,6,84,Anne,2,can_have,2,2,9,1,1
8038,10009,Naomi/011123.xml,after,prep,we,pro:sub,get,v,NOUN,6,84,Naomi,2,after_get,1,0,9,0,0
15233,14927,Eve/010600a.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Eve,1,want_to,1,1,9,1,1
21217,2694,Nina/020528.xml,did,mod,she,pro:sub,say,v,NOUN,6,84,Nina,2,did_say,2,2,9,1,1
13834,16113,Aran/020225.xml,willn't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,willn't_E,2,2,9,1,1
19943,3463,Nina/020010.xml,here,adv,I,pro:sub,gave,v,NOUN,6,84,Nina,2,here_gave,2,0,9,0,1
7063,9592,Nina/020212.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,9,1,1
6431,9148,Aran/020211.xml,hasn't,aux~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,hasn't_E,2,2,9,1,1
20306,426,Anne/020029.xml,seen,part,my,det:poss,baby,n,DET,4,25,Anne,0,seen_baby,0,0,9,1,1
16732,14430,Anne/011118.xml,couldn't,mod~neg,he,pro:sub,look,co,NOUN,6,84,Anne,2,couldn't_look,2,0,9,0,1
16454,18631,Anne/011104.xml,willn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,willn't_E,2,2,9,1,1
13817,830,Aran/011126.xml,are,cop,we,pro:sub,going,part,NOUN,6,84,Aran,2,are_going,2,2,9,1,1
10985,10808,Aran/020427.xml,is,cop,your,det:poss,tum,n,DET,4,25,Aran,0,is_tum,0,0,9,1,1
13155,24683,Anne/011120.xml,what's,pro:int~cop,he,pro:sub,doing,part,NOUN,6,84,Anne,2,what's_doing,2,2,9,1,1
17625,21612,Aran/020503.xml,of,prep,his,det:poss,screwdriver,n,DET,4,25,Aran,0,of_screwdriver,0,0,9,1,1
1959,6074,Aran/020225.xml,for,prep,your,det:poss,teddy,n,DET,4,25,Aran,0,for_teddy,0,0,9,1,1
18448,17890,Aran/020225.xml,got,v,your,det:poss,name,n,DET,4,25,Aran,0,got_name,0,0,9,1,1
20803,7581,Nina/020228.xml,took,v,them,pro:obj,off,adv,NOUN,6,72,Nina,1,took_off,1,1,9,1,1
11540,1773,Nina/020525.xml,did,mod,she,pro:sub,drink,v,NOUN,6,84,Nina,2,did_drink,2,2,9,1,1
14740,11443,Anne/020108.xml,S,/s,we,pro:sub,did,v,NOUN,6,84,Anne,2,S_did,2,2,9,1,1
3088,1939,Nina/020528.xml,how,pro:int,they,pro:sub,say,v,NOUN,6,84,Nina,2,how_say,2,0,9,0,1
12281,19949,Peter/020100.xml,to,inf,him,pro:obj,E,/e,NOUN,6,72,Peter,1,to_E,1,1,9,1,1
24606,1742,Eve/020300a.xml,eat,v,your,det:poss,lunch,n,DET,4,25,Eve,0,eat_lunch,0,0,9,1,1
20090,2627,Eve/010900a.xml,for,prep,your,det:poss,lunch,n,DET,4,25,Eve,0,for_lunch,0,0,9,1,1
19941,2713,Anne/020320.xml,shall,mod,we,pro:sub,put,part,NOUN,6,84,Anne,2,shall_put,2,2,9,1,1
3380,6359,Aran/020315.xml,out,adv,we,pro:sub,won't,mod~neg,NOUN,6,84,Aran,2,out_won't,2,0,9,0,1
4385,7629,Aran/020009.xml,be,cop,your,det:poss,boat,n,DET,4,25,Aran,0,be_boat,0,0,9,1,1
18722,7253,Nina/020228.xml,when,conj,he,pro:sub,sees,v,NOUN,6,84,Nina,2,when_sees,2,2,9,1,1
4575,24856,Nina/020412.xml,oh,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,oh_don't,2,2,9,1,1
13177,5462,Anne/011007.xml,putting,part,them,pro:obj,away,adv,NOUN,6,72,Anne,1,putting_away,1,1,9,1,1
2528,2892,Aran/020009.xml,can,mod,I,pro:sub,have,v,NOUN,6,84,Aran,2,can_have,2,2,9,1,1
376,1329,Aran/020211.xml,find,v,your,det:poss,tow,n,DET,4,25,Aran,0,find_tow,1,0,9,1,0
20966,18459,Aran/020524.xml,shall,mod,we,pro:sub,use,v,NOUN,6,84,Aran,2,shall_use,2,2,9,1,1
7813,12971,Aran/011112.xml,hasn't,aux~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,hasn't_E,2,2,9,1,1
11956,6786,Naomi/020117.xml,S,/s,he,pro:sub,has,v,NOUN,6,84,Naomi,2,S_has,2,2,9,1,1
2976,571,Aran/020218.xml,S,/s,I,pro:sub,should,mod,NOUN,6,84,Aran,2,S_should,2,2,9,1,1
21469,13220,Nina/011124.xml,shall,mod,we,pro:sub,take,v,NOUN,6,84,Nina,2,shall_take,2,2,9,1,1
19518,10063,Anne/020120.xml,S,/s,we,pro:sub,hafta,mod~inf,NOUN,6,84,Anne,2,S_hafta,2,2,9,1,1
20930,22429,Anne/011021.xml,else,post,we,pro:sub,can,mod,NOUN,6,84,Anne,2,else_can,2,2,9,1,1
24458,6272,Anne/020015.xml,S,/s,she,pro:sub,looked,v,NOUN,6,84,Anne,2,S_looked,2,2,9,1,1
2068,8068,Anne/011104.xml,shall,mod,we,pro:sub,make,v,NOUN,6,84,Anne,2,shall_make,2,2,9,1,1
16159,3589,Anne/020017.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Anne,2,S_know,2,2,9,1,1
8385,16823,Aran/020009.xml,pat,v,his,det:poss,head,n,DET,4,25,Aran,0,pat_head,0,0,9,1,1
21968,270,Nina/020010.xml,give,v,them,pro:obj,to,prep,NOUN,6,72,Nina,1,give_to,1,1,9,1,1
16404,822,Peter/020522.xml,oh,co,I,pro:sub,was,aux,NOUN,6,84,Peter,2,oh_was,2,0,9,0,1
13421,24595,Eve/010900c.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Eve,2,S_don't,2,2,9,1,1
8783,21880,Eve/010600a.xml,there,adv,she,pro:sub,is,cop,NOUN,6,84,Eve,2,there_is,2,2,9,1,1
2727,21582,Aran/020420.xml,can't,mod~neg,I,pro:sub,E,/e,NOUN,6,84,Aran,2,can't_E,2,2,9,1,1
4098,6585,Anne/020320.xml,color,v,him,pro:obj,in,adv,NOUN,6,72,Anne,1,color_in,1,0,9,0,1
1278,19305,Nina/020426.xml,is,cop,he,pro:sub,giving,part,NOUN,6,84,Nina,2,is_giving,2,2,9,1,1
14947,9207,Aran/020315.xml,with,prep,me,pro:obj,then,adv:tem,NOUN,6,72,Aran,1,with_then,1,1,9,1,1
5310,22783,Eve/020000b.xml,S,/s,I,pro:sub,made,v,NOUN,6,84,Eve,2,S_made,2,2,9,1,1
18776,2724,Anne/020301.xml,bend,v,his,det:poss,feet,n,DET,4,25,Anne,0,bend_feet,0,0,9,1,1
18186,15676,Naomi/020321.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Naomi,2,S_don't,2,2,9,1,1
10094,16918,Anne/020015.xml,are,cop,we,pro:sub,comfortable,adj,NOUN,6,84,Anne,2,are_comfortable,2,0,9,0,1
13719,4863,Nina/020212.xml,are,cop,they,pro:sub,inside,adj,NOUN,6,84,Nina,2,are_inside,2,0,9,0,1
271,7491,Nina/020526.xml,think,v,we,pro:sub,do,mod,NOUN,6,84,Nina,2,think_do,2,2,9,1,1
16565,15421,Anne/011007.xml,or,coord,we,pro:sub,could,mod,NOUN,6,84,Anne,2,or_could,2,2,9,1,1
15183,11789,Eve/010900a.xml,move,v,him,pro:obj,E,/e,NOUN,6,72,Eve,1,move_E,1,0,9,0,1
23630,17409,Anne/020412.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,9,1,1
706,17833,Nina/020525.xml,S,/s,your,det:poss,bicycle,v,DET,4,25,Nina,0,S_bicycle,0,0,9,1,1
15201,20067,Aran/020128.xml,S,/s,your,det:poss,hair,n,DET,4,25,Aran,0,S_hair,0,0,9,1,1
5806,21076,Anne/011104.xml,is,cop,she,pro:sub,sleeping,part,NOUN,6,84,Anne,2,is_sleeping,2,2,9,1,1
12131,16042,Nina/020003.xml,give,v,her,pro:obj,some,qn,NOUN,6,72,Nina,1,give_some,1,1,9,1,1
14399,20991,Nina/020412.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,9,1,1
13905,12518,Aran/020524.xml,on,prep,your,det:poss,hand,n,DET,4,25,Aran,0,on_hand,0,0,9,1,1
5682,6012,Nina/011124.xml,shall,mod,we,pro:sub,build,v,NOUN,6,84,Nina,2,shall_build,2,2,9,1,1
18914,21275,Eve/020000b.xml,in,prep,your,det:poss,eye,n,DET,4,25,Eve,0,in_eye,0,0,9,1,1
11015,21274,Eve/020100a.xml,is,cop,my,det:poss,stool,n,DET,4,25,Eve,0,is_stool,0,0,9,1,1
19347,3863,Anne/020504.xml,shall,mod,I,pro:sub,just,adv,NOUN,6,84,Anne,2,shall_just,2,2,9,1,1
2104,3212,Anne/011007.xml,what's,pro:int~cop,she,pro:sub,doing,part,NOUN,6,84,Anne,2,what's_doing,2,2,9,1,1
18462,11894,Anne/020400.xml,mightn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,mightn't_E,2,2,9,1,1
20165,16856,Nina/020418.xml,for,prep,me,pro:obj,E,/e,NOUN,6,72,Nina,1,for_E,1,1,9,1,1
24246,14879,Nina/020003.xml,is,cop,she,pro:sub,eating,part,NOUN,6,84,Nina,2,is_eating,2,2,9,1,1
21132,10788,Anne/020301.xml,on,prep,her,det:poss,chair,n,DET,4,25,Anne,0,on_chair,0,0,9,1,1
15995,18499,Anne/020414.xml,is,cop,she,pro:sub,E,/e,NOUN,6,84,Anne,2,is_E,2,2,9,1,1
1584,24274,Aran/020100.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Aran,2,shall_put,2,2,9,1,1
18624,5158,Nina/020305.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,9,1,1
3834,6506,Nina/020527.xml,are,cop,they,pro:sub,in,prep,NOUN,6,84,Nina,2,are_in,2,2,9,1,1
13021,19484,Nina/020406.xml,like,v,them,pro:obj,E,/e,NOUN,6,72,Nina,1,like_E,1,1,9,1,1
22617,19903,Anne/020029.xml,for,prep,your,det:poss,tea,n,DET,4,25,Anne,0,for_tea,0,0,9,1,1
11486,827,Naomi/011129.xml,is,cop,your,det:poss,dolly,n,DET,4,25,Naomi,0,is_dolly,0,0,9,1,1
10471,5697,Aran/020009.xml,S,/s,I,pro:sub,should,mod,NOUN,6,84,Aran,2,S_should,2,2,9,1,1
8625,1696,Nina/020122.xml,take,v,his,det:poss,tail,n,DET,4,25,Nina,0,take_tail,0,0,9,1,1
17302,23687,Aran/020413.xml,yes,co,I,pro:sub,should,mod,NOUN,6,84,Aran,2,yes_should,2,0,9,0,1
19144,5559,Nina/020328.xml,oh,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,oh_don't,2,2,9,1,1
10,11472,Anne/020017.xml,here,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,here_go,2,2,9,1,1
18174,21527,Eve/010600a.xml,had,v,his,det:poss,breakfast,n,DET,4,25,Eve,0,had_breakfast,0,0,9,1,1
18876,23130,Aran/020517.xml,is,cop,she,pro:sub,pleased,v,NOUN,6,84,Aran,2,is_pleased,2,0,9,0,1
7247,17654,Aran/020211.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,there_are,2,2,9,1,1
16680,2279,Aran/020413.xml,are,cop,we,pro:sub,playing,part,NOUN,6,84,Aran,2,are_playing,2,2,9,1,1
2520,15058,Anne/020015.xml,throw,v,them,pro:obj,in,prep,NOUN,6,72,Anne,1,throw_in,1,1,9,1,1
409,16935,Naomi/010806.xml,is,cop,your,det:poss,baby,n,DET,4,25,Naomi,0,is_baby,0,0,9,1,1
7498,24501,Aran/020128.xml,shall,mod,we,pro:sub,get,v,NOUN,6,84,Aran,2,shall_get,2,2,9,1,1
1302,6151,Aran/011112.xml,putting,part,them,pro:obj,E,/e,NOUN,6,72,Aran,1,putting_E,1,1,9,1,1
2508,17715,Anne/020412.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,9,1,1
18242,19693,Anne/020414.xml,has,v,he,pro:sub,E,/e,NOUN,6,84,Anne,2,has_E,2,2,9,1,1
22433,15413,Anne/011120.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,S_don't,2,2,9,1,1
7597,11996,Anne/020320.xml,is,cop,she,pro:sub,still,adv,NOUN,6,84,Anne,2,is_still,2,2,9,1,1
4977,8197,Aran/020100.xml,oh,co,your,det:poss,braces,n,DET,4,25,Aran,0,oh_braces,0,0,9,1,1
16897,13846,Anne/020328.xml,shall,mod,I,pro:sub,help,v,NOUN,6,84,Anne,2,shall_help,2,2,9,1,1
11010,7397,Nina/020528.xml,on,prep,our,det:poss,head,n,DET,4,25,Nina,0,on_head,0,0,9,1,1
9050,18961,Aran/020517.xml,aren't,aux~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,9,1,1
17530,23761,Aran/020009.xml,was,cop,he,pro:sub,crying,part,NOUN,6,84,Aran,2,was_crying,2,2,9,1,1
617,20466,Anne/020301.xml,shall,mod,I,pro:sub,help,v,NOUN,6,84,Anne,2,shall_help,2,2,9,1,1
20465,8667,Naomi/020329.xml,while,conj,I,pro:sub,wash,v,NOUN,6,84,Naomi,2,while_wash,2,0,9,0,1
2225,4794,Aran/020100.xml,S,/s,she,pro:sub,wants,v,NOUN,6,84,Aran,2,S_wants,2,2,9,1,1
17850,8051,Anne/020210.xml,S,/s,I,pro:sub,told,v,NOUN,6,84,Anne,2,S_told,2,2,9,1,1
1934,870,Eve/010900b.xml,in,prep,his,det:poss,study,n,DET,4,25,Eve,0,in_study,2,0,9,1,0
20454,7985,Eve/010900a.xml,on,prep,your,det:poss,stool,n,DET,4,25,Eve,0,on_stool,0,0,9,1,1
20783,1212,Eve/020100b.xml,no,co,we,pro:sub,don't,mod~neg,NOUN,6,84,Eve,2,no_don't,2,2,9,1,1
21980,18615,Anne/020210.xml,tell,v,me,pro:obj,where,pro:int,NOUN,6,72,Anne,1,tell_where,1,1,9,1,1
5514,1169,Anne/020412.xml,S,/s,he,pro:sub,doesn't,mod~neg,NOUN,6,84,Anne,2,S_doesn't,2,2,9,1,1
8365,7263,Nina/020003.xml,pat,v,him,pro:obj,E,/e,NOUN,6,72,Nina,1,pat_E,1,1,9,1,1
8325,20144,Nina/020003.xml,in,prep,your,det:poss,pocket,n,DET,4,25,Nina,0,in_pocket,0,0,9,1,1
19757,15106,Anne/011120.xml,S,/s,I,pro:sub,should,mod,NOUN,6,84,Anne,2,S_should,2,2,9,1,1
17972,10519,Aran/020413.xml,S,/s,we,pro:sub,never,adv,NOUN,6,84,Aran,2,S_never,2,2,9,1,1
9921,146,Anne/020525.xml,girl,n,we,pro:sub,met,v,NOUN,6,84,Anne,2,girl_met,2,0,9,0,1
16462,7083,Eve/010600b.xml,S,/s,your,det:poss,foot,n,DET,4,25,Eve,0,S_foot,0,0,9,1,1
911,10759,Aran/020503.xml,wonder,adj,he,pro:sub,couldn't,mod~neg,NOUN,6,84,Aran,2,wonder_couldn't,2,2,9,1,1
3020,6676,Nina/020526.xml,what's,pro:int~cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,what's_doing,2,2,9,1,1
1675,18104,Nina/011129.xml,isn't,cop~neg,he,pro:sub,funny,adj,NOUN,6,84,Nina,2,isn't_funny,2,0,9,0,1
8185,5546,Aran/020121.xml,shall,mod,we,pro:sub,give,v,NOUN,6,84,Aran,2,shall_give,2,2,9,1,1
7394,19302,Aran/020524.xml,shall,mod,we,pro:sub,use,v,NOUN,6,84,Aran,2,shall_use,2,2,9,1,1
18775,12774,Anne/011106.xml,is,cop,she,pro:sub,here,adv,NOUN,6,84,Anne,2,is_here,2,2,9,1,1
20428,10725,Aran/020002.xml,shall,mod,we,pro:sub,open,v,NOUN,6,84,Aran,2,shall_open,2,2,9,1,1
7221,20475,Anne/020502.xml,get,v,her,pro:obj,some,qn,NOUN,6,72,Anne,1,get_some,1,1,9,1,1
5178,14819,Aran/020121.xml,S,/s,I,pro:sub,won't,mod~neg,NOUN,6,84,Aran,2,S_won't,2,2,9,1,1
19985,4516,Aran/020218.xml,didn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,didn't_E,2,2,9,1,1
19248,1186,Eve/011000b.xml,under,adv,his,det:poss,shirt,n,DET,4,25,Eve,0,under_shirt,0,0,9,1,1
6300,8033,Nina/020526.xml,at,prep,her,det:poss,home,n,DET,4,25,Nina,0,at_home,0,0,9,1,1
13342,4426,Anne/020029.xml,there,adv,he,pro:sub,is,cop,NOUN,6,84,Anne,2,there_is,2,2,9,1,1
23163,19882,Aran/020002.xml,do,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,do_E,2,2,9,1,1
20227,9094,Nina/020129.xml,take,v,them,pro:obj,off,prep,NOUN,6,72,Nina,1,take_off,1,1,9,1,1
21267,8054,Anne/020412.xml,S,/s,she,pro:sub,found,v,NOUN,6,84,Anne,2,S_found,2,2,9,1,1
24470,10385,Eve/020100a.xml,see,v,them,pro:obj,come,v,NOUN,6,72,Eve,1,see_come,2,0,9,0,0
6725,14127,Anne/020412.xml,get,v,him,pro:obj,E,/e,NOUN,6,72,Anne,1,get_E,1,1,9,1,1
10743,13785,Nina/020525.xml,in,prep,his,det:poss,mommy's,adj,DET,4,25,Nina,0,in_mommy's,0,0,9,1,1
13746,22553,Anne/020212.xml,is,cop,she,pro:sub,gonna,part,NOUN,6,84,Anne,2,is_gonna,2,2,9,1,1
22334,7810,Aran/020427.xml,S,/s,I,pro:sub,could,mod,NOUN,6,84,Aran,2,S_could,2,2,9,1,1
17385,20733,Nina/020426.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Nina,2,S_see,2,2,9,1,1
19457,24545,Nina/020206.xml,that,comp,your,det:poss,zebra,n,DET,4,25,Nina,0,that_zebra,0,0,9,1,1
5699,10607,Eve/010900c.xml,on,prep,your,det:poss,own,adj,DET,4,25,Eve,0,on_own,0,0,9,1,1
2625,4651,Nina/020115.xml,is,cop,your,det:poss,bicycle,n,DET,4,25,Nina,0,is_bicycle,0,0,9,1,1
4997,15926,Aran/020610.xml,got,part,her,pro:obj,hands,v,NOUN,6,72,Aran,1,got_hands,0,0,9,0,0
609,3192,Aran/020211.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,9,1,1
5745,2662,Anne/020604.xml,do,mod,they,pro:sub,E,/e,NOUN,6,84,Anne,2,do_E,2,2,9,1,1
22405,4666,Nina/020426.xml,hurt,v,them,pro:obj,E,/e,NOUN,6,72,Nina,1,hurt_E,1,1,9,1,1
910,19249,Aran/020218.xml,find,v,me,pro:obj,that,det:dem,NOUN,6,72,Aran,1,find_that,1,1,9,1,1
18224,22497,Anne/020120.xml,there's,pro:exist~cop,your,det:poss,sweet,n,DET,4,25,Anne,0,there's_sweet,0,0,9,1,1
187,14945,Eve/010600b.xml,shall,mod,I,pro:sub,do,v,NOUN,6,84,Eve,2,shall_do,2,2,9,1,1
2663,12707,Anne/020328.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,9,1,1
1815,14190,Nina/020017.xml,show,v,them,pro:obj,to,prep,NOUN,6,72,Nina,1,show_to,1,1,9,1,1
4107,17032,Anne/011106.xml,shall,mod,we,pro:sub,E,/e,NOUN,6,84,Anne,2,shall_E,2,2,9,1,1
7526,10750,Aran/020420.xml,shall,mod,we,pro:sub,have,v,NOUN,6,84,Aran,2,shall_have,2,2,9,1,1
3359,1144,Naomi/011123.xml,with,prep,my,det:poss,yogurt,n,DET,4,25,Naomi,0,with_yogurt,0,0,9,1,1
24584,17787,Nina/020003.xml,to,prep,me,pro:obj,to,prep,NOUN,6,72,Nina,1,to_to,1,0,9,0,1
3688,373,Eve/011100b.xml,S,/s,your,det:poss,pencil,n,DET,4,25,Eve,0,S_pencil,0,0,9,1,1
8354,2895,Aran/020610.xml,put,v,them,pro:obj,all,adv,NOUN,6,72,Aran,1,put_all,1,1,9,1,1
7932,15668,Naomi/020005.xml,oh,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Naomi,2,oh_don't,2,2,9,1,1
20033,10797,Nina/020426.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Nina,2,S_see,2,2,9,1,1
10975,20654,Anne/020604.xml,says,v,I,pro:sub,can,mod,NOUN,6,84,Anne,2,says_can,2,2,9,1,1
5038,10336,Anne/020120.xml,S,/s,I,pro:sub,shouldn't,mod~neg,NOUN,6,84,Anne,2,S_shouldn't,2,2,9,1,1
8689,22712,Eve/020200a.xml,could,mod,I,pro:sub,have,aux,NOUN,6,84,Eve,2,could_have,2,2,9,1,1
7604,7229,Anne/011120.xml,do,v,his,det:poss,face,n,DET,4,25,Anne,0,do_face,0,0,9,1,1
16663,17630,Anne/011120.xml,S,/s,he,pro:sub,says,v,NOUN,6,84,Anne,2,S_says,2,2,9,1,1
